stop_id,stop_name,stop_lat,stop_lon,location_type,parent_station,platform_code
9022021482274002,Ljusnebron,61.209700,17.113020,0,9021021482274000,B
9022021482275001,Lönnvägen,61.184630,17.174117,0,9021021482275000,A
9022021482275002,Lönnvägen,61.184637,17.173485,0,9021021482275000,B
9022021482276001,Lötbäcken,61.251864,17.181286,0,9021021482276000,A
9022021482277001,Lövskär,61.226811,17.160198,0,9021021482277000,A
9022021482277002,Lövskär,61.227120,17.160695,0,9021021482277000,B
9022021482278001,Nyhed,61.263887,17.125671,0,9021021482278000,A
9022021482278002,Nyhed,61.264335,17.124795,0,9021021482278000,B
9022021482279001,Ljungvägen,61.262196,17.132496,0,9021021482279000,A
9022021482279002,Ljungvägen,61.262597,17.130947,0,9021021482279000,B
9022021482280001,Nyplan,61.260123,17.152425,0,9021021482280000,A
9022021482280002,Nyplan,61.260544,17.152592,0,9021021482280000,B
9022021482281001,Nyplanshallen,61.260225,17.148496,0,9021021482281000,A
9022021482281002,Nyplanshallen,61.260359,17.148539,0,9021021482281000,B
9022021482282001,Bruksmuseet,61.213523,17.134300,0,9021021482282000,A
9022021482282002,Bruksmuseet,61.213544,17.134933,0,9021021482282000,B
9022021482284001,Sandarne,61.260128,17.145641,0,9021021482284000,A
9022021482284002,Sandarne,61.260311,17.145313,0,9021021482284000,B
9022021482285001,Sandbacken,61.253282,17.138120,0,9021021482285000,A
9022021482285002,Sandbacken,61.254688,17.137527,0,9021021482285000,B
9022021482286001,Latexia,61.184478,17.153510,0,9021021482286000,A
9022021482286002,Latexia,61.184605,17.153349,0,9021021482286000,B
9022021482288001,Sjövik,61.284218,17.140979,0,9021021482288000,A
9022021482288002,Sjövik,61.284318,17.140927,0,9021021482288000,B
9022021482289001,Skinn-Kalle,61.280199,17.146291,0,9021021482289000,A
9022021482289002,Skinn-Kalle,61.280853,17.145535,0,9021021482289000,B
9022021482291002,Stenö,61.248173,17.196495,0,9021021482291000,B
9022021482292001,Särvvägen,61.257633,17.164580,0,9021021482292000,A
9022021482292002,Särvvägen,61.257597,17.164597,0,9021021482292000,B
9022021482293001,Storsjöbaden,61.242266,17.159335,0,9021021482293000,A
9022021482293002,Storsjöbaden,61.244225,17.157221,0,9021021482293000,B
9022021482294001,Trångsta,61.272949,17.152396,0,9021021482294000,A
9022021482294002,Trångsta,61.272812,17.152632,0,9021021482294000,B
9022021482295001,Tönshammar,61.255316,17.169195,0,9021021482295000,A
9022021482295002,Tönshammar,61.255930,17.167917,0,9021021482295000,B
9022021482297001,Vad,61.286007,17.136149,0,9021021482297000,A
9022021482297002,Vad,61.286233,17.135953,0,9021021482297000,B
9022021482298001,Vadtorp,61.289028,17.131930,0,9021021482298000,A
9022021482298002,Vadtorp,61.288709,17.132402,0,9021021482298000,B
9022021482299002,Vallvik,61.184544,17.179989,0,9021021482299000,B
9022021482300001,Växthusvägen,61.262120,17.152025,0,9021021482300000,A
9022021482300002,Växthusvägen,61.262037,17.152227,0,9021021482300000,B
9022021482302001,Åsbacka,61.276533,17.150349,0,9021021482302000,A
9022021482302002,Åsbacka,61.276794,17.150229,0,9021021482302000,B
9022021482303001,Östanbo skola,61.257110,17.135859,0,9021021482303000,A
9022021482310001,Böle,61.182257,16.845205,0,9021021482310000,A
9022021482310002,Böle,61.182194,16.845241,0,9021021482310000,B
9022021482311001,Bölesbacken,61.176835,16.840715,0,9021021482311000,A
9022021482311002,Bölesbacken,61.176861,16.840864,0,9021021482311000,B
9022021482317001,Holmsveden station,61.118368,16.720552,0,9021021482317000,A
9022021482317002,Holmsveden station,61.118278,16.720550,0,9021021482317000,B
9022021482317017,Holmsveden station,61.118334,16.721627,0,9021021482317000,1
9022021482317043,Holmsveden station,61.118562,16.721077,0,9021021482317000,3
9022021482321001,Kallbäck,61.161026,16.813929,0,9021021482321000,A
9022021482321002,Kallbäck,61.161007,16.814077,0,9021021482321000,B
9022021482326002,Lövtjära,61.189432,16.856356,0,9021021482326000,B
9022021482328001,Norrbovägen,61.186248,16.851491,0,9021021482328000,A
9022021482328002,Norrbovägen,61.186140,16.851524,0,9021021482328000,B
9022021482329001,Sagänge,61.111558,16.734805,0,9021021482329000,A
9022021482329002,Sagänge,61.111557,16.734971,0,9021021482329000,B
9022021482330001,Skogs kyrka,61.165120,16.822142,0,9021021482330000,A
9022021482330002,Skogs kyrka,61.164950,16.822081,0,9021021482330000,B
9022021482331001,Skolbacken,61.114585,16.726583,0,9021021482331000,A
9022021482331002,Skolbacken,61.115270,16.726046,0,9021021482331000,B
9022021482333001,Stråtjära Villavägen,61.166326,16.840612,0,9021021482333000,A
9022021482333002,Stråtjära Villavägen,61.166346,16.841542,0,9021021482333000,B
9022021482334001,Stråtjära N,61.170666,16.841200,0,9021021482334000,A
9022021482334002,Stråtjära N,61.172139,16.840951,0,9021021482334000,B
9022021482335001,Stråtjära skola,61.167122,16.832742,0,9021021482335000,A
9022021482335002,Stråtjära skola,61.167094,16.832871,0,9021021482335000,B
9022021482335004,Stråtjära skola,61.166574,16.837536,0,9021021482335000,D
9022021482336001,Stråtjära trekanten,61.168630,16.842230,0,9021021482336000,A
9022021482336002,Stråtjära trekanten,61.168665,16.842343,0,9021021482336000,B
9022021482336004,Trekanten,61.168848,16.841773,0,9021021482336000,D
9022021482337001,Tönnånger,61.124398,16.786024,0,9021021482337000,A
9022021482337002,Tönnånger,61.124282,16.786057,0,9021021482337000,B
